9.000000000000000000e+01 9.999999999999999547e-08
8.493979933110368563e+01 1.010110909090909150e-02
8.345150501672242171e+01 2.020211818181818358e-02
8.255852842809365200e+01 3.030312727272727394e-02
8.196321070234114359e+01 4.040413636363637123e-02
8.136789297658863518e+01 5.050514545454546506e-02
8.077257525083612677e+01 6.060615454545455194e-02
8.017725752508361836e+01 7.070716363636364576e-02
7.987959866220737126e+01 8.080817272727273959e-02
7.958193979933110995e+01 9.090918181818183341e-02
7.928428093645484864e+01 1.010101909090909272e-01
7.868896321070235444e+01 1.111112000000000211e-01
7.839130434782609314e+01 1.212122090909091010e-01
7.809364548494983183e+01 1.313132181818182087e-01
7.809364548494983183e+01 1.414142272727272887e-01
7.779598662207358473e+01 1.515152363636363964e-01
7.749832775919733763e+01 1.616162454545454763e-01
7.720066889632107632e+01 1.717172545454545562e-01
7.690301003344481501e+01 1.818182636363636639e-01
7.690301003344481501e+01 1.919192727272727439e-01
7.660535117056856791e+01 2.020202818181818516e-01
7.630769230769232081e+01 2.121212909090909315e-01
7.630769230769232081e+01 2.222223000000000392e-01
7.601003344481605950e+01 2.323233090909091192e-01
7.571237458193979819e+01 2.424243181818181991e-01
7.571237458193979819e+01 2.525253272727273068e-01
7.541471571906355109e+01 2.626263363636364145e-01
7.541471571906355109e+01 2.727273454545454667e-01
7.511705685618730399e+01 2.828283545454545744e-01
7.511705685618730399e+01 2.929293636363636821e-01
7.481939799331104268e+01 3.030303727272727898e-01
7.481939799331104268e+01 3.131313818181818420e-01
7.452173913043478137e+01 3.232323909090909497e-01
7.452173913043478137e+01 3.333334000000000574e-01
7.422408026755853427e+01 3.434344090909091096e-01
7.422408026755853427e+01 3.535354181818182173e-01
7.422408026755853427e+01 3.636364272727273250e-01
7.392642140468228718e+01 3.737374363636364327e-01
7.392642140468228718e+01 3.838384454545454849e-01
7.362876254180602587e+01 3.939394545454545926e-01
7.362876254180602587e+01 4.040404636363637003e-01
7.362876254180602587e+01 4.141414727272727525e-01
7.333110367892976456e+01 4.242424818181818602e-01
7.333110367892976456e+01 4.343434909090909679e-01
7.303344481605351746e+01 4.444445000000000756e-01
7.303344481605351746e+01 4.545455090909091278e-01
7.303344481605351746e+01 4.646465181818182355e-01
7.273578595317727036e+01 4.747475272727273432e-01
7.273578595317727036e+01 4.848485363636363954e-01
7.273578595317727036e+01 4.949495454545455031e-01
7.243812709030100905e+01 5.050505545454545553e-01
7.243812709030100905e+01 5.151515636363636075e-01
7.243812709030100905e+01 5.252525727272727707e-01
7.214046822742474774e+01 5.353535818181818229e-01
7.214046822742474774e+01 5.454545909090908751e-01
7.214046822742474774e+01 5.555556000000000383e-01
7.214046822742474774e+01 5.656566090909090905e-01
7.184280936454850064e+01 5.757576181818181427e-01
7.184280936454850064e+01 5.858586272727273059e-01
7.184280936454850064e+01 5.959596363636363581e-01
7.154515050167225354e+01 6.060606454545455213e-01
7.154515050167225354e+01 6.161616545454545735e-01
7.154515050167225354e+01 6.262626636363636257e-01
7.154515050167225354e+01 6.363636727272727889e-01
7.124749163879599223e+01 6.464646818181818411e-01
7.124749163879599223e+01 6.565656909090908933e-01
7.124749163879599223e+01 6.666667000000000565e-01
7.124749163879599223e+01 6.767677090909091087e-01
7.094983277591973092e+01 6.868687181818181609e-01
7.094983277591973092e+01 6.969697272727273241e-01
7.094983277591973092e+01 7.070707363636363763e-01
7.094983277591973092e+01 7.171717454545455395e-01
7.065217391304348382e+01 7.272727545454545917e-01
7.065217391304348382e+01 7.373737636363636438e-01
7.065217391304348382e+01 7.474747727272728071e-01
7.065217391304348382e+01 7.575757818181818593e-01
7.035451505016723672e+01 7.676767909090909114e-01
7.035451505016723672e+01 7.777778000000000747e-01
7.035451505016723672e+01 7.878788090909091268e-01
7.035451505016723672e+01 7.979798181818181790e-01
7.035451505016723672e+01 8.080808272727273422e-01
7.005685618729097541e+01 8.181818363636363944e-01
7.005685618729097541e+01 8.282828454545454466e-01
7.005685618729097541e+01 8.383838545454546098e-01
7.005685618729097541e+01 8.484848636363636620e-01
7.005685618729097541e+01 8.585858727272728252e-01
6.975919732441471410e+01 8.686868818181818774e-01
6.975919732441471410e+01 8.787878909090909296e-01
6.975919732441471410e+01 8.888889000000000928e-01
6.975919732441471410e+01 8.989899090909091450e-01
6.975919732441471410e+01 9.090909181818181972e-01
6.946153846153846700e+01 9.191919272727273604e-01
6.946153846153846700e+01 9.292929363636364126e-01
6.946153846153846700e+01 9.393939454545454648e-01
6.946153846153846700e+01 9.494949545454546280e-01
6.946153846153846700e+01 9.595959636363636802e-01
6.916387959866221991e+01 9.696969727272727324e-01
6.916387959866221991e+01 9.797979818181818956e-01
6.916387959866221991e+01 9.898989909090909478e-01
6.916387959866221991e+01 1.000000000000000000e+00
